project,amt_2024_actual,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_climate,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Acquisition of Computer Software for upgrading the transformation.,0.0,2000000.0,2000000.0,767000.0,2000000.0,0.0,0.0,209,0.87827,0.89624,016100700100,BORNO STATE AGENCY FOR THE COORDINATION OF SUSTAINABLE DEVELOPMENT AND HUMANITARIAN RESPONSE,23050102,COMPUTER SOFTWARE ACQUISITION,70132,OVERALL PLANNING AND STATISTICAL SERVICES,20822100,MAIDUGURI METRO,13100122001600,Reform of Government and Governance - General
Monitoring on execution and implementation on project across the state.,0.0,140000000.0,125211000.0,58669650.0,175000000.0,0.0,0.0,209,0.88644,0.90441,016100700100,BORNO STATE AGENCY FOR THE COORDINATION OF SUSTAINABLE DEVELOPMENT AND HUMANITARIAN RESPONSE,23050103,MONITORING AND EVALUATION,70132,OVERALL PLANNING AND STATISTICAL SERVICES,20842800,State wide,13100121000500,Reform of Government and Governance - General
"Celebrations of Eid fitr, Eid kabir, Christmas and Easter in the Agency for Sustainable Development maiduguri",0.0,1000000.0,15789000.0,15788250.0,1000000.0,0.0,0.0,209,0.89461,0.91258,016100700100,BORNO STATE AGENCY FOR THE COORDINATION OF SUSTAINABLE DEVELOPMENT AND HUMANITARIAN RESPONSE,23050104,ANNIVERSARIES/CELEBRATIONS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,20822100,MAIDUGURI METRO,13100121000600,Reform of Government and Governance - General
Training of 20Nos. of accounting staff for upgrading the transformation sysytem,0.0,5000000.0,5000000.0,0.0,100000000.0,0.0,0.0,209,0.90278,0.92075,016100700100,BORNO STATE AGENCY FOR THE COORDINATION OF SUSTAINABLE DEVELOPMENT AND HUMANITARIAN RESPONSE,23050130,HUMAN CAPITAL DEVELOPMENT,70132,OVERALL PLANNING AND STATISTICAL SERVICES,20822100,MAIDUGURI METRO,13100124003700,Reform of Government and Governance - General
Construction of Additional 10 No of Office Blocks in Agency,0.0,0.0,200000000.0,7870000.0,300000000.0,0.0,0.0,210,0.09069,0.10866,016100700100,BORNO STATE AGENCY FOR THE COORDINATION OF SUSTAINABLE DEVELOPMENT AND HUMANITARIAN RESPONSE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70611,HOUSING DEVELOPMENT,20822100,MAIDUGURI METRO,13100126000300,Reform of Government and Governance - General
Purchase Of 3 Golf Car For Borno State Guidance and Counselling Board mmc.,3890000.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,210,0.13072,0.14869,016101000100,BORNO STATE GUIDANCE AND COUNSELLING BOARD,23010105,PURCHASE OF MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,20822100,MAIDUGURI METRO,08100124000100,Youth - General
"Procurement Of 15Nos. Of Executive Swivel Chairs, Executive Tables, Five (5) Conference Table With 5 Chairs For Borno State Guidance and Counselling Board in mmc.",0.0,15000000.0,15000000.0,0.0,57000000.0,0.0,0.0,210,0.13889,0.15686,016101000100,BORNO STATE GUIDANCE AND COUNSELLING BOARD,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70133,OTHER GENERAL SERVICES,20822100,MAIDUGURI METRO,08100123000100,Youth - General
Purchase Of 5- HP Laptops Computers & 10- HP Desktops computers For Borno State Guidance and Counselling Board maiduguri.,0.0,5000000.0,5000000.0,0.0,15000000.0,0.0,0.0,210,0.14706,0.16503,016101000100,BORNO STATE GUIDANCE AND COUNSELLING BOARD,23010113,PURCHASE OF COMPUTERS,70133,OTHER GENERAL SERVICES,20822100,MAIDUGURI METRO,08100123000200,Youth - General
Purchase Of 5Nos. Of HP m1132 Computer Printers For Borno State Guidance and Counselling Board maiduguri.,2975000.0,2000000.0,2000000.0,0.0,5000000.0,0.0,0.0,210,0.15523,0.1732,016101000100,BORNO STATE GUIDANCE AND COUNSELLING BOARD,23010114,PURCHASE OF COMPUTER PRINTERS,70133,OTHER GENERAL SERVICES,20822100,MAIDUGURI METRO,08100123000300,Youth - General
Purchase Of 3Nos. Of Sharp Photocopying Machines For Borno State Guidance and Counselling Board maiduguri.,14500000.0,3000000.0,3000000.0,0.0,3000000.0,0.0,0.0,210,0.16258,0.18056,016101000100,BORNO STATE GUIDANCE AND COUNSELLING BOARD,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70133,OTHER GENERAL SERVICES,20822100,MAIDUGURI METRO,08100123000400,Youth - General
Purchase Of 5 unit of 250 Kva Mikano Power Generating Set For Borno State Guidance and Counselling B,0.0,20000000.0,20000000.0,0.0,20000000.0,0.0,0.0,210,0.17075,0.18873,016101000100,BORNO STATE GUIDANCE AND COUNSELLING BOARD,23010119,PURCHASE OF POWER GENERATING SET70133 - OTHER GENERAL SERVICES,,oard maiduguri.,20822100,MAIDUGURI METRO,08100124000200,Youth - General
Purchase Of Ten(10) Hp Computers for Borno State Pensions Department.mmc,0.0,3000000.0,3000000.0,0.0,5460000.0,0.0,0.0,210,0.21078,0.22876,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010113,PURCHASE OF COMPUTERS,71021,OLD AGE,20822100,MAIDUGURI METRO,13100122001800,Reform of Government and Governance - General
Purchase Of Three (3) Computers Printer for Borno State Pensions Department maiduguri.,0.0,1500000.0,1500000.0,0.0,1162000.0,0.0,0.0,210,0.21895,0.23693,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010114,PURCHASE OF COMPUTER PRINTERS,71021,OLD AGE,20822100,MAIDUGURI METRO,13100123003900,Reform of Government and Governance - General
Purchase Of One (1) Photocopy Machine for Borno State Pensions Department maiduguri.,0.0,1000000.0,1000000.0,0.0,1040000.0,0.0,0.0,210,0.22712,0.2451,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010115,PURCHASE OF PHOTOCOPYING MACHINES,71021,OLD AGE,20822100,MAIDUGURI METRO,13100124005300,Reform of Government and Governance - General
Purchase of 1No of Volkswagen Golf Motor for Borno State Pensions Department maiduguri.,0.0,12000000.0,12000000.0,0.0,9713000.0,0.0,0.0,210,0.23529,0.25327,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010105,PURCHASE OF MOTOR VEHICLES,71021,OLD AGE,20822100,MAIDUGURI METRO,13100125000100,Reform of Government and Governance - General
Purchase Of 2Nos. of Executive Tables And 2Nos. of Executive Chairs for Borno State Pensions Department maiduguri.,0.0,1500000.0,1500000.0,0.0,1575000.0,0.0,0.0,210,0.24346,0.26144,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,71021,OLD AGE,20822100,MAIDUGURI METRO,13100125000200,Reform of Government and Governance - General
Purchase of 2No of Shreeding Machine Pieces for Borno State Pensions Department maiduguri.,0.0,1000000.0,1000000.0,0.0,1050000.0,0.0,0.0,210,0.25163,0.26961,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010117,PURCHASE OF SHREDDING MACHINES,71021,OLD AGE,20822100,MAIDUGURI METRO,13100125000300,Reform of Government and Governance - General
Purchase Of 5 unit of 250 Kva Mikano Power Generating Set For Borno State Pension.,0.0,0.0,0.0,0.0,13884000.0,0.0,0.0,210,0.2598,0.27778,016103500100,BORNO STATE PENSIONS DEPARTMENT,23010119,PURCHASE OF POWER GENERATING SET,71021,OLD AGE,20822100,MAIDUGURI METRO,02100126000100,Societal Re-orientation - General
Purchase Of 1 No OF Toyota Corolla 2016 for Excecutive Secretary and 1No of Toyota Seinna 2011 Model for Director at Hajj commission,0.0,27000000.0,27000000.0,0.0,225000000.0,0.0,0.0,210,0.29984,0.31781,016103700100,BORNO STATE HAJJ COMMISSION,23010105,PURCHASE OF MOTOR VEHICLES,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100122000300,Societal Re-orientation - General
Purchase Of 18 seater Toyota Hiace Bus 2022 model for the shutting of officials and Pilgrims insaudi arabia,0.0,90000000.0,90000000.0,0.0,90000000.0,0.0,0.0,210,0.30801,0.32598,016103700100,BORNO STATE HAJJ COMMISSION,23010108,PURCHASE OF BUSES,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100122000400,Societal Re-orientation - General
"Purchase Of Five(5) Hp 200 G4 Dual Core Laptops, Four (4) Hp Elite Book 840 G6 intel core i5 & Three (3) Hpo 200G4 Ram Desktop 17 Inch Screen for Hajj commission",0.0,9155000.0,9155000.0,0.0,14350000.0,0.0,0.0,210,0.31536,0.33333,016103700100,BORNO STATE HAJJ COMMISSION,23010113,PURCHASE OF COMPUTERS,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100124000800,Societal Re-orientation - General
"Purchase Of 3Hp color Laserjet Pro ,FP 283fdw & White Laser Jet Printer & Four (4) HpBlack & whitelaserjet Printer for Hajj commission",0.0,3000000.0,3000000.0,0.0,4600000.0,0.0,0.0,210,0.32353,0.3415,016103700100,BORNO STATE HAJJ COMMISSION,23010114,PURCHASE OF COMPUTER PRINTERS,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100123000100,Societal Re-orientation - General
Purchase Of Three (3) Sharp Color Photocopying Machines for Hajj commission,0.0,2880000.0,2880000.0,0.0,2880000.0,0.0,0.0,210,0.3317,0.34967,016103700100,BORNO STATE HAJJ COMMISSION,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100123000200,Societal Re-orientation - General
Purchase Of 2Nos. of Executive Tables And 2Nos. of Executive Chairs for Hajj commission,0.0,2965000.0,2965000.0,0.0,0.0,0.0,0.0,210,0.33987,0.35784,016103700100,BORNO STATE HAJJ COMMISSION,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100123000300,Societal Re-orientation - General
"Installation and upgrade Of 36 solar panel,18 tabular battery and 2 i5 kva inverter device for Hajj commi",0.0,65000000.0,65000000.0,0.0,0.0,0.0,0.0,210,0.34804,0.36601,016103700100,BORNO STATE HAJJ COMMISSION,23010119,PURCHASE OF POWER GENERATING SET70841 - RELIGIOUS AND OTHER COMMUNITY SERVICES,,ssion,20822100,MAIDUGURI METRO,02100124000900,Societal Re-orientation - General
Provision of underground and overhead water reservoir for Hajj commission,0.0,5000000.0,2640000000.0,1635000000.0,200000000.0,0.0,0.0,210,0.35621,0.37418,016103700100,BORNO STATE HAJJ COMMISSION,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100123000400,Societal Re-orientation - General
Rehabilitation Of Existing Intending Pilgrims Internment Areas And Other Camp Facilities in Maiduguri,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,210,0.36356,0.38154,016103700100,BORNO STATE HAJJ COMMISSION,23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100123000500,Societal Re-orientation - General
Rehabilitation / Repairs Of Main Office Buildings Hajj commission,0.0,20000000.0,20000000.0,7050000.0,10000000.0,0.0,0.0,210,0.37173,0.38971,016103700100,BORNO STATE HAJJ COMMISSION,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70621,COMMUNITY DEVELOPMENT,20822100,MAIDUGURI METRO,02100123000600,Societal Re-orientation - General
Purchase of other equipment for pilgrims in Nigeria and Saudi Arabia.,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,210,0.3799,0.39788,016103700100,BORNO STATE HAJJ COMMISSION,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70841,RELIGIOUS AND OTHER COMMUNITY SERVICES,20822100,MAIDUGURI METRO,02100125000100,Societal Re-orientation - General
Purchase of 1 Toyota Haice for Security Trust Fund.,0.0,60000000.0,60000000.0,0.0,60000000.0,0.0,0.0,210,0.41993,0.43791,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010105,PURCHASE OF MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20822100,MAIDUGURI METRO,13100124005400,Reform of Government and Governance - General
Purchase Of 5Nos. of Hp 8Gb Ram Laptops & 3Nos. of 4Gb Ram Desktop 17 Inch Screen for Security Trust Fund.,0.0,5000000.0,5000000.0,0.0,5000000.0,0.0,0.0,210,0.4281,0.44608,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010113,PURCHASE OF COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20822100,MAIDUGURI METRO,13100123004000,Reform of Government and Governance - General
Purchase Of 5Nos. of Black White Laser Jet Printer & 3Nos. of Hp Color Laserjet Printer for Security Trust Fund.,0.0,5000000.0,5000000.0,0.0,5000000.0,0.0,0.0,210,0.43627,0.45425,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010114,PURCHASE OF COMPUTER PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20822100,MAIDUGURI METRO,13100123004100,Reform of Government and Governance - General
Purchase Of 2Nos. of Sharp Color Photocopying Machines for Security Trust Fund.,599874939.35,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,210,0.44444,0.46242,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20822100,MAIDUGURI METRO,13100124005500,Reform of Government and Governance - General
Purchase Of Power generator 110kva maikano and installation of solar to the office of the Security Trust,0.0,23000000.0,23000000.0,0.0,23000000.0,0.0,0.0,210,0.45261,0.47059,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010119,PURCHASE OF POWER GENERATING SET70361 - PUBLIC ORDER AND SAFETY N.E.C.,,Fund.,20822100,MAIDUGURI METRO,13100124005600,Reform of Government and Governance - General
Purchase Of 1500Nos. of Communication Gadgets for Security Trust Fund across the state.,0.0,1780000000.0,62114023000.0,49315206918.0,2000000000.0,0.0,0.0,210,0.46078,0.47876,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100124005700,Reform of Government and Governance - General
Purchase Of 1000Nos. of Cctv Cameras for Security Trust Fund across the state.,0.0,0.0,5000000.0,0.0,2000000000.0,0.0,0.0,210,0.46814,0.48611,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100126000400,Reform of Government and Governance - General
Purchase Of 1500Nos. of Bullet Proof Jackets for Security Trust Fund across the state.,0.0,0.0,20000000.0,0.0,2000000000.0,0.0,0.0,210,0.47631,0.49428,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100126000500,Reform of Government and Governance - General
Purchase Of 1500Nos. of Security Kits To Operatives for Security Trust Fund across the state.,0.0,0.0,0.0,0.0,2000000000.0,0.0,0.0,210,0.48448,0.50245,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100126000600,Reform of Government and Governance - General
Purchase Of 1500Nos. of Adjustable Oxford belt for Security Trust Fund across the state.,0.0,0.0,0.0,0.0,2500000000.0,0.0,0.0,210,0.49265,0.51062,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100126000700,Reform of Government and Governance - General
"Purchase Of 1500Nos. of Communication Gadgets, Cctv Cameras, Bullet Proof Jackets And Security Kits To Operatives, Infra Red Scanners At Strategic Locations for Security Trust Fund across the state.",0.0,0.0,0.0,0.0,2500000000.0,0.0,0.0,210,0.50082,0.51879,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100126000800,Reform of Government and Governance - General
Purchase Of 1500Nos. of Smart Outdoor lock Alarm for Security Trust Fund across the state.,0.0,0.0,0.0,0.0,2500000000.0,0.0,0.0,210,0.50899,0.52696,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20842800,State wide,13100126000900,Reform of Government and Governance - General
Construction Of Ict Centre At The New Site for Security Trust Fund. maiduguri,0.0,5000000.0,0.0,0.0,5000000.0,0.0,0.0,210,0.51634,0.53431,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70461,COMMUNICATION,20822100,MAIDUGURI METRO,13100124005800,Reform of Government and Governance - General
Purchase Of 15Nos. of Executive Tables And 10Nos. of Executive Chairs for Security Trust Fund.,0.0,20000000.0,0.0,0.0,20000000.0,0.0,0.0,210,0.52451,0.54248,016110100100,BORNO STATE SECURITY TRUST FUND (STF),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20822100,MAIDUGURI METRO,13100125000100,Reform of Government and Governance - General
"Executive Swivel Chairs, Executive Tables, One (100) Conference Table With 100 Chairs for Monitoring and Evaluation",0.0,50000000.0,50000000.0,6150000.0,38854000.0,0.0,0.0,210,0.56536,0.58333,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,20822100,MAIDUGURI METRO,13100122000500,Reform of Government and Governance - General
"Purchase Of HP Computer Printers-Four (4) M1132, HP Laptop 8Gb Ram Computers & Five(5) HP 4Gb Ram Desktop Computers for Monitoring and Evaluation",0.0,6000000.0,6000000.0,0.0,6000000.0,0.0,0.0,210,0.57271,0.59069,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23010114,PURCHASE OF COMPUTER PRINTERS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,20822100,MAIDUGURI METRO,13100122000600,Reform of Government and Governance - General
Purchase Of Two (2) Nos Sharp Digital Copier Photocopying Machines for Monitoring and Evaluation,0.0,3000000.0,3000000.0,3000000.0,3000000.0,0.0,0.0,210,0.58088,0.59886,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,20822100,MAIDUGURI METRO,13100123001300,Reform of Government and Governance - General
Construction Of Ict Infrastructures-Servers And Software Lan Connections And Access Points for Monitoring and Evaluation across the state,0.0,15000000.0,15000000.0,4100000.0,10000000.0,0.0,0.0,210,0.58905,0.60703,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70611,HOUSING DEVELOPMENT,20842800,State wide,13100124002300,Reform of Government and Governance - General
Monitoring And Evaluation-General Hospital Benishiekh LGA.,0.0,120000000.0,120000000.0,46802760.62,130000000.0,0.0,0.0,210,0.59722,0.6152,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23050103,MONITORING AND EVALUATION,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,20811400,KAGA,13100123001400,Reform of Government and Governance - General
Construction of Modern Office Complex in the Musa Usman Secretariat,0.0,250000000.0,250000000.0,250000000.0,100000000.0,0.0,0.0,210,0.60539,0.62337,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70611,HOUSING DEVELOPMENT,20822100,MAIDUGURI METRO,13100125000100,Reform of Government and Governance - General
Rehabilitation of office headquarter for Monitoring and Evaluation,0.0,20000000.0,20000000.0,250000.0,30000000.0,0.0,0.0,210,0.61356,0.63154,016100800100,BORNO STATE DEPARTMENT OF MONITORING & EVALUATION (M&E),23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70621,COMMUNITY DEVELOPMENT,20822100,MAIDUGURI METRO,13100125000200,Reform of Government and Governance - General
"Executive Swivel Chairs, Executive Tables, One (100) Conference Table With 50 Chairs for Monitoring and Special duties in mmc",4331000.0,120000000.0,120000000.0,23000000.0,120000000.0,0.0,0.0,210,0.65359,0.67157,016100900100,BORNO STATE DEPARTMENT OF SPECIAL PROJECTS,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70161,GENERAL PUBLIC SERVICES N.E.C.,20822100,MAIDUGURI METRO,13100124003800,Reform of Government and Governance - General
