project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Repairs and Rehabilitation of Existing Office Building and BAHA,5000000.0,5000000.0,0.0,0.0,0.0,327,0.38215,0.40062,011200300200,BAUCHI STATE HOUSE OF ASSEBMLY SERVICE COM.,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,20530200,BAUCHI,13100100000000,Reform of Government and Governance - General
Undertake Study on the Policies and Programmes for Enhance Legislative Duties,30000000.0,30000000.0,0.0,30000000.0,0.0,327,0.39307,0.41154,011200300200,BAUCHI STATE HOUSE OF ASSEBMLY SERVICE COM.,23050101,RESEARCH AND DEVELOPMENT,70111,EXECUTIVE AND LEGISLATIVE ORGANS,20530200,BAUCHI,13100100000000,Reform of Government and Governance - General
Acquisition and Provision of Computer Software Package for the Harmonization of Legislative Activities.,2000000.0,2000000.0,0.0,0.0,0.0,327,0.40314,0.42162,011200300200,BAUCHI STATE HOUSE OF ASSEBMLY SERVICE COM.,23050102,COMPUTER SOFTWARE ACQUISITION,70111,EXECUTIVE AND LEGISLATIVE ORGANS,20530200,BAUCHI,13100100000000,Reform of Government and Governance - General
Annual Legislative Enhancement Anniversary Day to Mark Improvement in Legislative Functions.,4900000.0,4900000.0,0.0,5000000.0,0.0,327,0.41406,0.43254,011200300200,BAUCHI STATE HOUSE OF ASSEBMLY SERVICE COM.,23050104,ANNIVERSARIES/CELEBRATIONS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,20530200,BAUCHI,13100100000000,Reform of Government and Governance - General
Purchase 1 Mobile Cinema Van,60000000.0,60000000.0,50000000.0,70000000.0,0.0,327,0.46782,0.48629,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23010106,PURCHASE OF VANS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123000100,Information Communication and Technology - General
Purchase of 1 no. of Complete set of Editing Machine for Film/Cinema Unit at Hqts Bauchi,10000000.0,10000000.0,17800000.0,10000000.0,0.0,327,0.47789,0.49637,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123000200,Information Communication and Technology - General
Purchase of Technical Tools/Equipment for the production of programmes and activities at the Ministry,10000000.0,10000000.0,0.0,20000000.0,0.0,327,0.48881,0.50729,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 70831 - BROADCASTING AND PUBLISHING SERVICES,,of Information,20530200,BAUCHI,11100123000300,Information Communication and Technology - General
Establishment of Data Bank at MOI Hqts. Bauchi for achieving of government document and documentries,15000000.0,85000000.0,72575000.0,15000000.0,0.0,327,0.49973,0.51821,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123000400,Information Communication and Technology - General
Construction/Provision of Office Building for proposed Government Printing Press at Bauchi.,40000000.0,40000000.0,35000000.0,50000000.0,0.0,327,0.51065,0.52913,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123000500,Information Communication and Technology - General
Purchase and Provision of Digital Studio/Equipment at BATV Hqts. Bauchi.,500000000.0,650000000.0,557029978.86,500000000.0,0.0,327,0.52073,0.53921,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123000600,Information Communication and Technology - General
Purchase and Provision of Digital Studio/Equipment at BRC Hqts. Bauchi,250000000.0,250000000.0,225515000.0,300000000.0,0.0,327,0.53165,0.55012,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123000700,Information Communication and Technology - General
Conduct of Survey for the Establishment of Radio Stations within the three Senatorial Zones of the State,5000000.0,5000000.0,0.0,10000000.0,0.0,327,0.54257,0.56104,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23050101,RESEARCH AND DEVELOPMENT,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123000800,Information Communication and Technology - General
Supervision of Projects and Programmes that is associated with the Policies of the Ministry.,3000000.0,3000000.0,0.0,10000000.0,0.0,327,0.55264,0.57112,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23050103,MONITORING AND EVALUATION,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123000900,Information Communication and Technology - General
Special Day Anniversary to Mark Bauchi State Information and Communication Revolution,5000000.0,5000000.0,0.0,5000000.0,0.0,327,0.56356,0.58204,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23050104,ANNIVERSARIES/CELEBRATIONS,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001000,Information Communication and Technology - General
Establishment of 10 no. Additional Community Radio Stations in Bauchi,448160000.0,448160000.0,450000000.0,1500000000.0,0.0,327,0.57448,0.59296,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001100,Information Communication and Technology - General
Rehabilitation and Repairs of BATV Office Bauchi,245000000.0,245000000.0,200000000.0,250000000.0,0.0,327,0.5854,0.60388,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123001200,Information Communication and Technology - General
Construction of Television Booster station at Darazo,100000000.0,100000000.0,50000000.0,150000000.0,0.0,327,0.59548,0.61396,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70831,BROADCASTING AND PUBLISHING SERVICES,20510500,DARAZO,11100123001300,Information Communication and Technology - General
Construction of Television Booster station at Alkaleri,100000000.0,100000000.0,50000000.0,250000000.0,0.0,327,0.6064,0.62487,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70831,BROADCASTING AND PUBLISHING SERVICES,20530100,ALKALERI,11100123001400,Information Communication and Technology - General
Rehabilitation of Television BATV station at Azare,100000000.0,100000000.0,50000000.0,250000000.0,0.0,327,0.61732,0.63579,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70831,BROADCASTING AND PUBLISHING SERVICES,20521200,KATAGUM,11100123001500,Information Communication and Technology - General
Provision of solar power for BATV Headquarter at Bauchi,100000000.0,100000000.0,50000000.0,250000000.0,0.0,327,0.62823,0.64671,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123001600,Information Communication and Technology - General
Purchase of Digitalization Equipment for the Second Phase of Digitalization of BATV & BRC for the impro,0.0,0.0,0.0,250000000.0,0.0,327,0.63831,0.65679,012300100100,MINISTRY OF INFORMATION AND COMMUNICATION,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 70831 - BROADCASTING AND PUBLISHING SERVICES,,vement of Broadcasting,20542400,STATE WIDE,11100123001700,Information Communication and Technology - General
Provision of 5 Nos. of Tables and 5 Nos. of Chairs for Offices at BRC,12500000.0,12500000.0,0.0,15000000.0,0.0,327,0.69206,0.71054,012300200100,STATE RADIO CORP. (BRC),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001300,Information Communication and Technology - General
Purchase of 3nos. Of Desktop Computers for BRC staff,4500000.0,4500000.0,0.0,5000000.0,0.0,327,0.70298,0.72146,012300200100,STATE RADIO CORP. (BRC),23010113,PURCHASE OF COMPUTERS,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001400,Information Communication and Technology - General
Purchase of 2 nos of Printers for News Studio for BRC staff,1200000.0,1200000.0,0.0,1500000.0,0.0,327,0.71306,0.73154,012300200100,STATE RADIO CORP. (BRC),23010114,PURCHASE OF COMPUTER PRINTERS,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001500,Information Communication and Technology - General
Construction of Solar Power Energy for the Provision of Electricity at BRC and Community Radios,50000000.0,50000000.0,30000000.0,75000000.0,0.0,327,0.72398,0.74246,012300200100,STATE RADIO CORP. (BRC),23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001600,Information Communication and Technology - General
Provision of Modern Computer Application Software for computerization of BRC Activities,30000000.0,30000000.0,0.0,35000000.0,0.0,327,0.7349,0.75338,012300200100,STATE RADIO CORP. (BRC),23050102,COMPUTER SOFTWARE ACQUISITION,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123001700,Information Communication and Technology - General
Provision of 3 nos. of Tables and 3 nos. of Chairs for Offices at BATV,2500000.0,2500000.0,0.0,3000000.0,0.0,327,0.78781,0.80629,012300300100,STATE TELEVISION (BATV),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123001800,Information Communication and Technology - General
Purchase of 3nos. Of Desktop Computers HP (3) at BATV HQ,2500000.0,2500000.0,0.0,0.0,0.0,327,0.79873,0.81721,012300300100,STATE TELEVISION (BATV),23010113,PURCHASE OF COMPUTERS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123001900,Information Communication and Technology - General
Purchase of a Printer for News Studio HP 0ne (1) at BATV HQ,1550000.0,1550000.0,0.0,0.0,0.0,327,0.80965,0.82813,012300300100,STATE TELEVISION (BATV),23010114,PURCHASE OF COMPUTER PRINTERS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002000,Information Communication and Technology - General
Purchase of a Photocopier for the General Manager's Office. BATV HQ,1500000.0,1500000.0,0.0,0.0,0.0,327,0.82057,0.83904,012300300100,STATE TELEVISION (BATV),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002100,Information Communication and Technology - General
Purchase of 2 nos. of Scanner for BATV HQ,750000.0,750000.0,0.0,0.0,0.0,327,0.83065,0.84912,012300300100,STATE TELEVISION (BATV),23010118,PURCHASE OF SCANNERS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002200,Information Communication and Technology - General
Purchase of 5 Nos. of Fire Extuinguishers and other fire fighting equipment at BATV HQ,550000.0,550000.0,0.0,1000000.0,0.0,327,0.84156,0.86004,012300300100,STATE TELEVISION (BATV),23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002300,Information Communication and Technology - General
Purchase of 3 nos. Security Equipment dictector and other Security Accessories,1550000.0,1550000.0,0.0,1000000.0,0.0,327,0.85248,0.87096,012300300100,STATE TELEVISION (BATV),23010128,PURCHASE OF SECURITY EQUIPMENT,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002400,Information Communication and Technology - General
Provision of 3 nos. of beds and bedding for Accommodation at BATV HQ,900000.0,900000.0,0.0,900000.0,0.0,327,0.86256,0.88104,012300300100,STATE TELEVISION (BATV),23010143,PURCHASE OF BEDDINGS/CLOTHING MATERIALS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002500,Information Communication and Technology - General
Purchase of 2 Nos. of Projectors at BATV HQ,1350000.0,1350000.0,0.0,2000000.0,0.0,327,0.87348,0.89196,012300300100,STATE TELEVISION (BATV),23010148,PURCHASE OF PROJECTOR,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002600,Information Communication and Technology - General
Complete Rehabilitation and Repairs of BATV Office HQ,23500000.0,23500000.0,0.0,20000000.0,0.0,327,0.8844,0.90288,012300300100,STATE TELEVISION (BATV),23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002700,Information Communication and Technology - General
Provision of Electricity and its Accessories for offices at BATV HQ,30270000.0,30270000.0,0.0,80000000.0,0.0,327,0.89532,0.91379,012300300100,STATE TELEVISION (BATV),23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002800,Information Communication and Technology - General
Tree Planting & Orchards for Landscaping and Beautification of BATV HQ,500000.0,500000.0,0.0,1250000.0,0.0,328,0.09323,0.1117,012300300100,STATE TELEVISION (BATV),23040101,TREE PLANTING,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123002900,Information Communication and Technology - General
Construction of Drainages and Landscaping of BATV HQ Bauchi,2500000.0,2500000.0,0.0,3500000.0,0.0,328,0.10415,0.12262,012300300100,STATE TELEVISION (BATV),23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123003000,Information Communication and Technology - General
Provision of 1 No. Modern Computer Application Software for computerization of BATV Activities,2000000.0,2000000.0,0.0,3000000.0,0.0,328,0.11506,0.13354,012300300100,STATE TELEVISION (BATV),23050102,COMPUTER SOFTWARE ACQUISITION,70831,BROADCASTING AND PUBLISHING SERVICES,20530200,BAUCHI,11100123003100,Information Communication and Technology - General
Supervision of BATV Programmes and Projects,1000000.0,1000000.0,0.0,2000000.0,0.0,328,0.12598,0.14446,012300300100,STATE TELEVISION (BATV),23050103,MONITORING AND EVALUATION,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123003200,Information Communication and Technology - General
Bauchi State Television Annual Cultural Celebration,964000.0,964000.0,0.0,5000000.0,0.0,328,0.13606,0.15454,012300300100,STATE TELEVISION (BATV),23050104,ANNIVERSARIES/CELEBRATIONS,70831,BROADCASTING AND PUBLISHING SERVICES,20542400,STATE WIDE,11100123003300,Information Communication and Technology - General
Purchase of 10 Nos. of Office Chairs and 10 Nos. of Office Table for the Furnishing of Bureau of Information Technology Offices,10000000.0,10000000.0,0.0,20000000.0,0.0,328,0.18981,0.20829,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123003400,Information Communication and Technology - General
Purchase of 200 Nos Laptops and 200 Nos. Computers for distribution to the State MDAs,30000000.0,30000000.0,22470000.0,180000000.0,0.0,328,0.20073,0.21921,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010113,PURCHASE OF COMPUTERS,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,11100123003500,Information Communication and Technology - General
Purchase of 200 Nos. of Desktop for distribution to MDAs in the state,5000000.0,5000000.0,4610000.0,120000000.0,0.0,328,0.21081,0.22929,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010114,PURCHASE OF COMPUTER PRINTERS,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,11100123003600,Information Communication and Technology - General
Purchase of 150 Nos. of Computer Printers for distribution to MDAs in the state,5000000.0,2500000.0,1400000.0,75000000.0,0.0,328,0.22173,0.24021,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010114,PURCHASE OF COMPUTER PRINTERS,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,11100123003600,Information Communication and Technology - General
Provision of 150 nos. of Photocopier in Bureau of Information Technology Office,2500000.0,2000000.0,0.0,225000000.0,0.0,328,0.23265,0.25113,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123003700,Information Communication and Technology - General
Purchase of 150 nos. of Shredding Machines for Distribution to MDAs,2000000.0,1768526.0,0.0,11250000.0,0.0,328,0.24273,0.2612,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010117,PURCHASE OF SHREDDING MACHINES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123003800,Information Communication and Technology - General
Purchase of 150 nos. of Scanners for Distribution to MDAs,1768526.0,5000000.0,0.0,15000000.0,0.0,328,0.25365,0.27212,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010118,PURCHASE OF SCANNERS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123003900,Information Communication and Technology - General
Purchase of a 2 Nos. Yamaha Generator Set at Bureau of Information Technology Office,5000000.0,2000000.0,0.0,8000000.0,0.0,328,0.26456,0.28304,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010119,PURCHASE OF POWER GENERATING SET,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123004000,Information Communication and Technology - General
Purchase of 10 Nos. of Fire Extuinguishers and other fire fighting equipment at Bureau of Information Technology Office,2000000.0,8000000.0,0.0,2000000.0,0.0,328,0.27548,0.29396,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123004100,Information Communication and Technology - General
Purchase of 10 Nos. of Dictector for Security Survellance at Bureau of Information Technology Office,8000000.0,100000000.0,95000000.0,10000000.0,0.0,328,0.28556,0.30404,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010128,PURCHASE OF SECURITY EQUIPMENT,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123004200,Information Communication and Technology - General
Purchase and Provision of Modern ICT Technology Equipment at Bureau of Information Technology Office,100000000.0,100000000.0,89740000.0,150000000.0,0.0,328,0.29648,0.31496,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,11100123004300,Information Communication and Technology - General
Construction and Installationm ICT Equipment for the Implementation of E-Governance through the Pro,100000000.0,10000000.0,0.0,50000000.0,0.0,328,0.3074,0.32588,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 70133 - OTHER GENERAL SERVICES,,curement In MDAs,20542400,STATE WIDE,11100123004400,Information Communication and Technology - General
Construction and Installationm ICT Equipment forImplementation of E-Leaning in Secondary Schools.,10000000.0,15000000.0,0.0,150000000.0,0.0,328,0.31832,0.33679,012300500100,BUREAU FOR INFORMATION AND COMMUNICATION TECHNOLOGY (BICT),23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,11100123004500,Information Communication and Technology - General
